Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
UWN,Nevada Gold & Casinos Inc.,1.0301,16632250.06,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn
NSU,Nevsun Resources Ltd,3.8,757521647.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu
GBR,New Concept Energy Inc,2.9099,5665386.157,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,49.91,193277223.7,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen
NGD,NEW GOLD INC.,6.29,3169336985,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd
PAL,North American Palladium Ltd.,0.3018,114116159.1,n/a,2000,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pal
NAK,Northern Dynasty Minerals Ltd.,0.855,81233433.72,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak
NOG,Northern Oil and Gas Inc.,16.43,1002921309,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog
NBY,NovaBay Pharmaceuticals Inc.,0.87,44158549.98,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby
NCQ,NovaCopper Inc.,1.11,59615832.27,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq
NG,Novagold Resources Inc.,4.38,1389723507,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng
NTN,NTN Buzztime Inc.,0.51,46720320.21,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn
NVX,Nuveen California Dividend Advantage Municipal Fund 2,13.68,201906362.2,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nvx
NZH,Nuveen California Dividend Advantage Municipal Fund 3,12.46,300932474.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzh
NCB,Nuveen California Municipal Value Fund 2,15.9201,52343696.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb
CFD,Nuveen Diversified Commodity Fund,16.16,148784150.4,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cfd
NXZ,Nuveen Dividend Advantage Municipal Fund 2,13.44,396189857.3,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxz
NZF,Nuveen Dividend Advantage Municipal Fund 3,13.4,541360375.2,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
NVG,Nuveen Dividend Advantage Municipal Income Fund,13.9,413358783.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
CTF,Nuveen Long/Short Commodity Total Return Fund,16.13,286401699.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ctf
NMT^E/CL,Nuveen Massachusetts Premium Income Municipal Fund,9.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmt^e/cl
NOM,Nuveen Missouri Premium Income Municipal Fund,14.55,33893031.9,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
NMZ,Nuveen Municipal High Income Opportunity Fund,12.98,649475833.8,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,13.35,87514429.8,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj
NUJ,Nuveen New Jersey Dividend Advantage Municipal Fund 2,13.1334,59321124.99,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nuj
NJV,Nuveen New Jersey Municipal Value Fund,14.58,22818224.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,13.27,86032276.32,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxk
NYV,Nuveen New York Municipal Value Fund 2,14.6499,34421580.84,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NPN,Nuveen Pennsylvania Municipal Value Fund,15.11,18424408.72,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn
JRS,Nuveen Real Estate Fund,11.24,324751374,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
OGEN,Oragenics Inc.,1.998,72185630.11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
ORC,Orchid Island Capital Inc.,13.28,120737311.2,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc
TIS,Orchids Paper Products Company,32.41,261631637.2,n/a,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONVO,Organovo Holdings Inc.,8.72,682568900,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
ONP,Orient Paper Inc.,2.15,40320885,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
OESX,Orion Energy Systems Inc.,4.25,92385331.25,n/a,2007,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
ORM,Owens Realty Mortgage Inc.,19.05,205130419.1,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm
PHF,Pacholder High Yield Fund Inc.,8.66,112539272,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf
PBM,Pacific Booker Minerals Inc,4.74,58577104.86,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm
PCG^A,Pacific Gas & Electric Co.,27.72,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,25.8799,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,24.869,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,23.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,23.999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,22.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,21.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,21.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,Palatin Technologies Inc.,1.1,43183497.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PZG,Paramount Gold and Silver Corp.,1.01,159320295.7,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
PRK,Park National Corporation,78.69,1211230789,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,1.96,52016465.48,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped
PIP,PharmAthene Inc,1.45,79085921.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,21.25,176424788.8,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,1.2,661545410.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLM,Polymet Mining Corp.,1.06,292120162.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,9.11,15216323.68,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,25.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
APTS,Preferred Apartment Communities Inc.,8.97,146926752.2,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PLX,Protalix BioTherapeutics Inc.,3.47,324814416.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PVCT,Provectus Biopharmaceuticals Inc.,1.11,192169828.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pvct
PDO,Pyramid Oil Co,5.52,25878229.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdo
QRM,Quest Rare Minerals Ltd,0.289,19523022.48,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/qrm
RLGT,Radiant Logistics Inc.,3.06,104457175.9,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,Radiant Logistics Inc.,26.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
REE,Rare Element Resources Ltd.,1.32,62973525.12,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ree
UTG,Reaves Utility Income Fund,28.49,826617236.1,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
REED,Reeds Inc.,5.64,73562249.28,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RWC,RELM Wireless Corporation,3.94,53725926.68,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,Renaissance Capital Growth & Income Fund III Inc.,1.49,6651310.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RVP,Retractable Technologies Inc.,2.64,72141886.08,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RVM,Revett Mining Company Inc.,1.033,40385638.07,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rvm
RNN,Rexahn Pharmaceuticals Inc.,0.851,151591453.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,Richmont Mines Inc.,1.4,66704544.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
REI,Ring Energy Inc.,17.9,423250977.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund.,19.57,149739992,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
RPI,Roberts Realty Investors Inc.,0.7901,7947102.335,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpi
RBY,Rubicon Minerals Corp,1.44,523410111.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rby
SGA,Saga Communications Inc.,41.13,236456328.9,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SSN,Samson Oil & Gas Limited,0.4289,54633864.88,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SAND          ,Sandstorm Gold Ltd,7.1,829970709.3,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand          
SARA,Saratoga Resources Inc,1.76,54466017.76,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sara
SEB,Seaboard Corporation,2998.1,3559608153,n/a,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
SVT,Servotronics Inc.,7.0448,17347686.15,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,SIFCO Industries Inc.,32.16,174086228.6,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SVBL,Silver Bull Resources Inc.,0.3,47721797.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svbl
SVLC,SilverCrest Mines Inc.,2.09,248141948.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svlc
WWZ^K,SiM Internal Test 10,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wwz^k
MMZ^K,SiM Internal Test 6,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmz^k
OOZ^K,SiM Internal Test 7,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ooz^k
QQZ^K,SiM Internal Test 8,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqz^k
SS^K,SiM Internal Test 9,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ss^k
SKY,Skyline Corporation,4.33,36334086.52,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
SLI,SL Industries Inc.,30.84,127369200,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli
ZXX,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx
ZXX^F,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx^f
XPL,Solitario Exploration & Royalty Corp,1.3562,53180248.82,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SOQ,Sonde Resources Corp,0.34,19058007.42,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/soq
SCE^B,Southern California Edison Company,21.16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,20.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,20.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,23.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,14.25,36306677.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,Spark Networks Inc.,5.68,135371087.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
STRP,Straight Path Communications Inc.,9.87,116417607.4,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSY,SunLink Health Systems Inc.,1.16,10954353.28,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SDPI,Superior Drilling Products Inc.,6.4,104186534.4,n/a,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
STS,Supreme Industries Inc.,6.55,107654470.4,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,12.75,984110624.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,Synthetic Biologics Inc,1.65,96448321.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TRX,Tanzanian Royalty Exploration Corporation,2.24,226723618.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,2.49,485538683,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TAS,Tasman Metals Ltd,1.02,66825571.32,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tas
TRC/WS,Tejon Ranch Co,2.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trc/ws
TIK,Tel-Instrument Electronics Corp.,5.0499,16419179.21,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,Tengasco Inc.,0.44,26770661.72,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,20.95,86283287.3,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,50.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a
TXMD,TherapeuticsMD Inc.,4.18,607937452.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TPI,Tianyin Pharmaceutical Co. Inc.,0.6501,19134257.43,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi
IDI,Tiger Media Inc.,0.88,31328647.68,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/idi
TLR,Timberline Resources Corporation,0.12,9019689.84,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr
TGD,Timmons Gold Corp,1.79,292448490.6,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TOF,Tofutti Brands Inc.,4.9274,25394370.94,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof
TMP,Tompkins Financial Corporation,48.35,718370858.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,12.48,467016863,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TRXC,TransEnterix Inc.,4.9,308529749.5,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TPLM,Triangle Petroleum Corporation,11.75,1012090856,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TRT,Trio-Tech International,3.39,11909256.45,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
HTM,U.S. Geothermal Inc.,0.593,61051827.55,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UAMY,United States Antimony Corporation,1.6,101384241.6,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UUU,Universal Security Instruments Inc.,4.36,9975187.32,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,2.15,86934471.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,1.27,163501207.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
URZ,Uranerz Energy Corporation,1.49,128451120.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urz
UEC,Uranium Energy Corp.,1.62,146640938.8,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VTG,Vantage Drilling Company,1.97,602902535.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vtg
VSB,VantageSouth Bancshares Inc.,6.04,333796504.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vsb
VSR,Versar Inc.,3.35,32536318.9,n/a,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,Vicon Industries Inc.,2.54,11439867.9,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,17.03,877364602,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.498,40973058.07,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
EAD,Wells Fargo Advantage Income Opportunities Fund,9.52,675758169.5,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Advantage Multi-Sector Income Fund,14.89,626198950,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Advantage Utilities and High Income Fund,12.84,118528389.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
WGA,Wells-Gardner Electronics Corporation,1.4,16479400,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/wga
SBI,Western Asset Intermediate Muni Fund Inc,9.529,134138913.5,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.86,80950885.82,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,1.81,132107970.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WTT,Wireless Telecom Group  Inc.,2.79,53599962.24,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
ZBB,ZBB Energy Corporation,1.68,42432936,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb
